,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
313,0,39,178.0,73.0,24.0,100.0,40.6,129.0
314,0,47,182.0,89.0,17.0,100.0,40.0,104.0
315,0,57,180.0,87.0,19.0,90.0,40.2,96.0
316,0,48,181.0,88.0,9.0,96.0,40.0,50.0
317,0,34,186.0,84.0,8.0,83.0,39.7,22.0
318,1,45,161.0,65.0,7.0,80.0,39.5,25.0
319,0,24,182.0,85.0,10.0,95.0,40.0,41.0
320,1,20,155.0,56.0,26.0,109.0,40.6,165.0
321,1,25,158.0,55.0,3.0,76.0,38.4,9.0
322,1,44,170.0,69.0,24.0,97.0,40.7,128.0
323,0,49,181.0,84.0,21.0,101.0,40.5,131.0
324,1,35,164.0,61.0,16.0,90.0,40.1,72.0
325,1,57,158.0,55.0,9.0,103.0,39.9,57.0
326,0,28,173.0,73.0,20.0,104.0,40.2,109.0
327,1,26,172.0,64.0,16.0,101.0,40.2,88.0
328,0,69,177.0,76.0,15.0,102.0,40.3,108.0
329,0,32,197.0,101.0,1.0,84.0,37.7,3.0
330,1,30,152.0,57.0,23.0,104.0,40.7,138.0
331,1,39,170.0,72.0,6.0,89.0,38.9,26.0
332,1,55,170.0,69.0,14.0,104.0,40.3,88.0
333,0,59,190.0,93.0,8.0,93.0,39.8,46.0
334,0,40,184.0,87.0,5.0,88.0,39.5,20.0
335,0,28,172.0,72.0,5.0,81.0,38.7,10.0
336,1,63,167.0,67.0,17.0,87.0,40.5,78.0
337,1,62,185.0,85.0,16.0,98.0,40.3,88.0
338,1,20,155.0,50.0,2.0,82.0,37.9,7.0
339,0,42,176.0,76.0,12.0,96.0,40.0,60.0
340,1,32,176.0,72.0,11.0,90.0,39.8,48.0
341,1,21,175.0,74.0,8.0,85.0,39.5,29.0
342,0,79,179.0,81.0,15.0,98.0,40.1,107.0
343,0,56,185.0,93.0,5.0,81.0,39.0,19.0
344,1,62,160.0,64.0,25.0,104.0,40.8,161.0
345,0,62,178.0,79.0,26.0,104.0,40.7,187.0
346,0,22,183.0,84.0,1.0,76.0,37.8,1.0
347,0,37,186.0,93.0,27.0,113.0,41.2,207.0
348,0,29,186.0,85.0,22.0,98.0,40.4,107.0
349,1,27,149.0,50.0,19.0,98.0,40.4,102.0
350,0,26,188.0,87.0,8.0,76.0,39.5,11.0
351,1,27,166.0,59.0,28.0,108.0,41.0,177.0
352,1,21,179.0,72.0,7.0,82.0,39.4,23.0
353,1,28,169.0,68.0,3.0,81.0,38.5,10.0
354,1,35,173.0,73.0,26.0,101.0,40.8,144.0
355,0,60,181.0,87.0,28.0,106.0,41.0,212.0
356,1,20,171.0,71.0,25.0,108.0,40.8,151.0
357,1,35,172.0,65.0,6.0,92.0,39.3,28.0
358,0,25,158.0,58.0,11.0,79.0,39.7,13.0
359,0,22,192.0,91.0,26.0,113.0,40.7,179.0
360,0,24,176.0,76.0,10.0,82.0,39.8,20.0
361,0,78,175.0,79.0,15.0,105.0,40.1,122.0
362,1,28,157.0,49.0,7.0,89.0,39.2,31.0
363,0,38,177.0,84.0,28.0,106.0,40.9,181.0
364,1,54,163.0,58.0,16.0,98.0,40.5,92.0
365,0,21,194.0,86.0,15.0,92.0,40.2,54.0
366,1,30,176.0,69.0,18.0,100.0,40.3,97.0
367,1,38,172.0,65.0,11.0,93.0,39.6,53.0
368,0,53,199.0,95.0,13.0,93.0,40.1,71.0
369,0,21,169.0,69.0,21.0,107.0,40.9,115.0
370,0,49,185.0,85.0,18.0,99.0,40.2,107.0
371,0,44,195.0,97.0,12.0,91.0,40.2,57.0
372,0,20,168.0,68.0,16.0,88.0,40.3,41.0
373,0,32,183.0,86.0,8.0,84.0,39.7,23.0
374,1,20,177.0,66.0,8.0,83.0,39.7,28.0
375,0,41,178.0,81.0,3.0,81.0,38.4,8.0
376,1,23,160.0,58.0,26.0,101.0,40.7,144.0
377,1,70,167.0,64.0,22.0,97.0,40.4,129.0
378,0,26,189.0,90.0,10.0,87.0,39.6,31.0
379,1,79,165.0,65.0,29.0,106.0,40.8,202.0
380,1,55,153.0,56.0,9.0,90.0,39.7,45.0
381,0,59,173.0,79.0,27.0,107.0,40.4,203.0
382,0,38,192.0,90.0,25.0,101.0,41.0,146.0
383,1,20,147.0,47.0,5.0,91.0,39.1,23.0
384,0,27,169.0,68.0,4.0,90.0,38.9,13.0
385,0,45,166.0,74.0,7.0,91.0,39.4,30.0
386,0,28,171.0,77.0,25.0,110.0,40.9,161.0
387,0,47,184.0,87.0,16.0,96.0,40.3,87.0
388,1,63,138.0,46.0,25.0,117.0,40.5,203.0
389,0,63,188.0,97.0,23.0,99.0,40.7,159.0
390,1,41,174.0,72.0,29.0,115.0,40.9,207.0
391,1,63,163.0,60.0,19.0,98.0,40.2,112.0
392,1,25,161.0,63.0,2.0,84.0,38.3,7.0
393,1,34,168.0,69.0,23.0,94.0,40.9,111.0
394,0,67,160.0,66.0,9.0,92.0,40.1,48.0
395,1,28,168.0,66.0,28.0,109.0,40.7,178.0
396,1,53,179.0,76.0,30.0,114.0,40.7,216.0
397,1,38,163.0,64.0,25.0,107.0,40.6,159.0
398,0,47,193.0,99.0,20.0,99.0,40.6,123.0
399,1,38,145.0,49.0,17.0,91.0,40.1,82.0
400,0,23,165.0,69.0,14.0,101.0,40.5,65.0
401,1,38,153.0,52.0,19.0,100.0,40.4,110.0
402,1,38,159.0,59.0,2.0,81.0,38.1,7.0
403,1,36,179.0,76.0,1.0,83.0,37.3,4.0
404,0,33,176.0,80.0,28.0,107.0,40.8,176.0
405,0,28,197.0,98.0,7.0,85.0,39.6,22.0
406,1,75,164.0,64.0,9.0,89.0,39.7,46.0
407,0,41,185.0,88.0,19.0,97.0,40.1,101.0
408,1,43,160.0,54.0,6.0,87.0,39.3,27.0
409,0,76,193.0,101.0,14.0,99.0,40.2,106.0
410,1,50,187.0,76.0,11.0,91.0,40.1,52.0
411,0,37,178.0,80.0,4.0,89.0,38.5,15.0
412,1,76,173.0,68.0,11.0,101.0,39.9,70.0
413,1,21,166.0,62.0,26.0,113.0,40.7,175.0
414,1,28,160.0,61.0,21.0,99.0,40.3,113.0
415,0,35,195.0,100.0,30.0,103.0,41.0,186.0
416,0,49,172.0,75.0,14.0,100.0,40.0,82.0
417,1,29,167.0,66.0,25.0,104.0,40.4,146.0
418,1,60,162.0,59.0,24.0,112.0,40.6,176.0
419,1,37,159.0,58.0,8.0,90.0,39.2,37.0
420,0,46,199.0,96.0,6.0,95.0,39.4,33.0
421,1,70,164.0,63.0,12.0,94.0,40.4,67.0
422,1,53,159.0,64.0,11.0,95.0,39.9,59.0
423,0,30,182.0,84.0,8.0,85.0,39.7,23.0
424,0,51,206.0,112.0,25.0,103.0,40.5,181.0
425,0,61,199.0,114.0,2.0,83.0,38.2,9.0
426,0,26,179.0,77.0,15.0,98.0,39.8,68.0
427,1,60,156.0,56.0,18.0,94.0,40.8,98.0
428,0,23,188.0,87.0,22.0,105.0,40.8,124.0
429,0,32,189.0,94.0,7.0,83.0,39.2,20.0
430,0,69,183.0,92.0,8.0,90.0,39.6,46.0
431,0,20,171.0,77.0,3.0,86.0,38.6,7.0
432,1,36,171.0,64.0,9.0,90.0,39.8,41.0
433,0,61,206.0,103.0,12.0,94.0,39.6,74.0
434,0,45,198.0,100.0,16.0,97.0,39.9,93.0
435,1,57,173.0,71.0,19.0,97.0,40.8,105.0
436,0,62,191.0,94.0,17.0,96.0,39.9,108.0
437,1,55,149.0,52.0,14.0,92.0,40.1,73.0
438,1,41,174.0,67.0,7.0,82.0,39.1,26.0
439,1,60,173.0,71.0,14.0,93.0,40.1,72.0
440,1,30,165.0,61.0,4.0,90.0,38.8,18.0
441,0,25,193.0,99.0,4.0,91.0,38.9,16.0
442,1,24,176.0,70.0,21.0,97.0,40.3,104.0
443,0,22,184.0,82.0,21.0,100.0,40.7,100.0
444,0,58,165.0,66.0,22.0,98.0,40.9,128.0
445,1,26,162.0,55.0,21.0,103.0,40.6,123.0
446,1,71,153.0,53.0,22.0,101.0,40.7,142.0
447,1,63,175.0,72.0,9.0,86.0,39.2,40.0
448,0,25,191.0,88.0,26.0,102.0,40.7,138.0
449,1,39,174.0,69.0,23.0,93.0,41.1,111.0
450,1,72,163.0,68.0,9.0,89.0,39.8,45.0
451,1,51,160.0,58.0,11.0,87.0,39.7,50.0
452,1,23,169.0,68.0,25.0,114.0,40.9,170.0
453,1,77,176.0,76.0,9.0,85.0,39.3,41.0
454,1,23,160.0,55.0,28.0,113.0,41.0,192.0
455,1,67,155.0,56.0,6.0,82.0,38.7,26.0
456,0,42,177.0,87.0,29.0,114.0,41.1,230.0
457,0,31,186.0,85.0,28.0,106.0,40.8,172.0
458,1,67,155.0,56.0,4.0,74.0,39.0,14.0
459,1,38,177.0,74.0,25.0,108.0,40.9,158.0
460,1,37,177.0,69.0,14.0,97.0,39.9,73.0
461,0,72,195.0,103.0,6.0,93.0,39.6,39.0
462,1,27,156.0,55.0,18.0,94.0,40.4,88.0
463,1,58,164.0,63.0,19.0,97.0,40.3,107.0
